6404 	 4,0M 	 GCF_001988675.1_ASM198867v1_genomic.fna
6405 	 4,0M 	 GCF_001988695.1_ASM198869v1_genomic.fna
6406 	 4,0M 	 GCF_001988715.1_ASM198871v1_genomic.fna
6407 	 4,0M 	 GCF_001988735.1_ASM198873v1_genomic.fna
6408 	 4,0M 	 GCF_001988755.1_ASM198875v1_genomic.fna
6409 	 4,0M 	 GCF_001988775.1_ASM198877v1_genomic.fna
6410 	 4,0M 	 GCF_001988795.1_ASM198879v1_genomic.fna
6411 	 4,0M 	 GCF_001988815.1_ASM198881v1_genomic.fna
6412 	 4,0M 	 GCF_001988835.1_ASM198883v1_genomic.fna
6413 	 4,0M 	 GCF_001988855.1_ASM198885v1_genomic.fna
6414 	 4,0M 	 GCF_001988875.1_ASM198887v1_genomic.fna
6415 	 4,0M 	 GCF_001988895.1_ASM198889v1_genomic.fna
6416 	 4,0M 	 GCF_001988915.1_ASM198891v1_genomic.fna
6417 	 3,1M 	 GCF_001988935.1_ASM198893v1_genomic.fna
6418 	 5,6M 	 GCF_001988955.1_ASM198895v1_genomic.fna
6419 	 4,0M 	 GCF_001988995.1_ASM198899v1_genomic.fna
6420 	 4,0M 	 GCF_001989015.1_ASM198901v1_genomic.fna
6421 	 4,0M 	 GCF_001989035.1_ASM198903v1_genomic.fna
6422 	 4,0M 	 GCF_001989055.1_ASM198905v1_genomic.fna
6423 	 4,0M 	 GCF_001989075.1_ASM198907v1_genomic.fna
6424 	 4,0M 	 GCF_001989095.1_ASM198909v1_genomic.fna
6425 	 4,0M 	 GCF_001989115.1_ASM198911v1_genomic.fna
6426 	 4,0M 	 GCF_001989135.1_ASM198913v1_genomic.fna
6427 	 4,0M 	 GCF_001989155.1_ASM198915v1_genomic.fna
6428 	 4,0M 	 GCF_001989175.1_ASM198917v1_genomic.fna
6429 	 4,0M 	 GCF_001989195.1_ASM198919v1_genomic.fna
6430 	 4,0M 	 GCF_001989215.1_ASM198921v1_genomic.fna
6431 	 4,0M 	 GCF_001989235.1_ASM198923v1_genomic.fna
6432 	 4,0M 	 GCF_001989255.1_ASM198925v1_genomic.fna
6433 	 4,0M 	 GCF_001989275.1_ASM198927v1_genomic.fna
6434 	 4,0M 	 GCF_001989295.1_ASM198929v1_genomic.fna
6435 	 4,0M 	 GCF_001989315.1_ASM198931v1_genomic.fna
6436 	 4,0M 	 GCF_001989335.1_ASM198933v1_genomic.fna
6437 	 3,4M 	 GCF_001989475.1_ASM198947v1_genomic.fna
6438 	 5,7M 	 GCF_001989495.1_ASM198949v1_genomic.fna
6439 	 5,8M 	 GCF_001989515.1_ASM198951v1_genomic.fna
6440 	 5,8M 	 GCF_001989535.1_ASM198953v1_genomic.fna
6441 	 3,2M 	 GCF_001989555.1_ASM198955v1_genomic.fna
6442 	 1,7M 	 GCF_001989575.1_ASM198957v1_genomic.fna
6443 	 2,3M 	 GCF_001989595.1_ASM198959v1_genomic.fna
6444 	 5,2M 	 GCF_001989635.1_ASM198963v1_genomic.fna
6445 	 3,4M 	 GCF_001990145.1_ASM199014v1_genomic.fna
6446 	 2,4M 	 GCF_001990225.1_ASM199022v1_genomic.fna
6447 	 5,3M 	 GCF_001990245.1_ASM199024v1_genomic.fna
6448 	 3,2M 	 GCF_001991075.2_ASM199107v2_genomic.fna
6449 	 1,6M 	 GCF_001991095.1_ASM199109v1_genomic.fna
6450 	 4,6M 	 GCF_001995825.2_ASM199582v2_genomic.fna
6451 	 5,3M 	 GCF_001996365.2_ASM199636v2_genomic.fna
6452 	 3,2M 	 GCF_001997295.1_ASM199729v1_genomic.fna
6453 	 3,8M 	 GCF_001997345.1_ASM199734v1_genomic.fna
6454 	 2,9M 	 GCF_001997385.1_ASM199738v1_genomic.fna
6455 	 3,1M 	 GCF_001998765.1_ASM199876v1_genomic.fna
6456 	 1,7M 	 GCF_001998805.1_ASM199880v1_genomic.fna
6457 	 3,6M 	 GCF_001998865.1_ASM199886v1_genomic.fna
6458 	 2,3M 	 GCF_001998885.1_ASM199888v1_genomic.fna
6459 	 2,9M 	 GCF_001998915.1_ASM199891v1_genomic.fna
6460 	 3,0M 	 GCF_001998945.1_ASM199894v1_genomic.fna
6461 	 2,9M 	 GCF_001998985.1_ASM199898v1_genomic.fna
6462 	 2,9M 	 GCF_001999005.1_ASM199900v1_genomic.fna
6463 	 2,9M 	 GCF_001999025.1_ASM199902v1_genomic.fna
6464 	 2,9M 	 GCF_001999045.1_ASM199904v1_genomic.fna
6465 	 2,9M 	 GCF_001999065.1_ASM199906v1_genomic.fna
6466 	 2,9M 	 GCF_001999085.1_ASM199908v1_genomic.fna
6467 	 3,0M 	 GCF_001999105.1_ASM199910v1_genomic.fna
6468 	 2,9M 	 GCF_001999125.1_ASM199912v1_genomic.fna
6469 	 2,9M 	 GCF_001999145.1_ASM199914v1_genomic.fna
6470 	 2,9M 	 GCF_001999165.1_ASM199916v1_genomic.fna
6471 	 4,5M 	 GCF_001999185.1_ASM199918v1_genomic.fna
6472 	 4,0M 	 GCF_001999205.1_ASM199920v1_genomic.fna
6473 	 4,5M 	 GCF_001999225.1_ASM199922v1_genomic.fna
6474 	 6,5M 	 GCF_001999245.1_ASM199924v1_genomic.fna
6475 	 7,3M 	 GCF_001999785.1_ASM199978v1_genomic.fna
6476 	 7,2M 	 GCF_001999825.1_ASM199982v1_genomic.fna
6477 	 7,4M 	 GCF_001999885.1_ASM199988v1_genomic.fna
6478 	 4,1M 	 GCF_001999905.1_ASM199990v1_genomic.fna
6479 	 4,2M 	 GCF_001999945.1_ASM199994v1_genomic.fna
6480 	 3,8M 	 GCF_001999965.1_ASM199996v1_genomic.fna
6481 	 2,6M 	 GCF_001999985.1_ASM199998v1_genomic.fna
6482 	 2,9M 	 GCF_002000565.1_ASM200056v1_genomic.fna
6483 	 2,9M 	 GCF_002000585.1_ASM200058v1_genomic.fna
6484 	 2,9M 	 GCF_002000605.1_ASM200060v1_genomic.fna
6485 	 2,9M 	 GCF_002000625.1_ASM200062v1_genomic.fna
6486 	 2,9M 	 GCF_002000645.1_ASM200064v1_genomic.fna
6487 	 2,9M 	 GCF_002000665.1_ASM200066v1_genomic.fna
6488 	 2,9M 	 GCF_002000685.1_ASM200068v1_genomic.fna
6489 	 2,9M 	 GCF_002000705.1_ASM200070v1_genomic.fna
6490 	 2,9M 	 GCF_002000725.1_ASM200072v1_genomic.fna
6491 	 2,9M 	 GCF_002000745.1_ASM200074v1_genomic.fna
6492 	 2,9M 	 GCF_002000765.1_ASM200076v1_genomic.fna
6493 	 2,9M 	 GCF_002000785.1_ASM200078v1_genomic.fna
6494 	 2,9M 	 GCF_002000805.1_ASM200080v1_genomic.fna
6495 	 2,9M 	 GCF_002000825.1_ASM200082v1_genomic.fna
6496 	 2,9M 	 GCF_002000845.1_ASM200084v1_genomic.fna
6497 	 2,9M 	 GCF_002000865.1_ASM200086v1_genomic.fna
6498 	 2,5M 	 GCF_002000985.1_ASM200098v1_genomic.fna
6499 	 3,5M 	 GCF_002002865.1_ASM200286v1_genomic.fna
6500 	 6,1M 	 GCF_002002885.1_ASM200288v1_genomic.fna
6501 	 3,9M 	 GCF_002002905.1_ASM200290v1_genomic.fna
6502 	 4,1M 	 GCF_002002925.1_ASM200292v1_genomic.fna
6503 	 4,2M 	 GCF_002003265.1_ASM200326v1_genomic.fna
6504 	 5,0M 	 GCF_002003285.1_ASM200328v1_genomic.fna
6505 	 6,1M 	 GCF_002003305.1_ASM200330v1_genomic.fna
6506 	 5,0M 	 GCF_002003325.1_ASM200332v1_genomic.fna
6507 	 6,0M 	 GCF_002003345.1_ASM200334v1_genomic.fna
6508 	 4,8M 	 GCF_002003365.1_ASM200336v1_genomic.fna
6509 	 5,0M 	 GCF_002003385.1_ASM200338v1_genomic.fna
6510 	 3,2M 	 GCF_002005145.1_ASM200514v1_genomic.fna
6511 	 3,6M 	 GCF_002005165.1_ASM200516v1_genomic.fna
6512 	 2,2M 	 GCF_002005185.1_ASM200518v1_genomic.fna
6513 	 8,3M 	 GCF_002005225.1_ASM200522v1_genomic.fna
6514 	 2,8M 	 GCF_002005245.1_ASM200524v1_genomic.fna
6515 	 6,2M 	 GCF_002005305.1_ASM200530v1_genomic.fna
6516 	 4,1M 	 GCF_002005345.1_ASM200534v1_genomic.fna
6517 	 2,6M 	 GCF_002005365.1_ASM200536v1_genomic.fna
6518 	 3,2M 	 GCF_002005385.2_ASM200538v2_genomic.fna
6519 	 2,1M 	 GCF_002005405.1_ASM200540v1_genomic.fna
6520 	 3,2M 	 GCF_002005425.1_ASM200542v1_genomic.fna
6521 	 3,6M 	 GCF_002005445.1_ASM200544v1_genomic.fna
6522 	 3,3M 	 GCF_002005465.1_ASM200546v1_genomic.fna
6523 	 3,3M 	 GCF_002005485.1_ASM200548v1_genomic.fna
6524 	 1,6M 	 GCF_002005525.1_ASM200552v1_genomic.fna
6525 	 5,0M 	 GCF_002006175.2_ASM200617v2_genomic.fna
6526 	 5,1M 	 GCF_002006215.2_ASM200621v2_genomic.fna
6527 	 5,0M 	 GCF_002006235.2_ASM200623v2_genomic.fna
6528 	 5,1M 	 GCF_002006355.2_ASM200635v2_genomic.fna
6529 	 6,8M 	 GCF_002006545.1_ASM200654v1_genomic.fna
6530 	 3,7M 	 GCF_002006565.1_ASM200656v1_genomic.fna
6531 	 5,7M 	 GCF_002007065.3_ASM200706v3_genomic.fna
6532 	 2,6M 	 GCF_002007485.1_ASM200748v1_genomic.fna
6533 	 2,6M 	 GCF_002007505.1_ASM200750v1_genomic.fna
6534 	 2,9M 	 GCF_002007565.1_ASM200756v1_genomic.fna
6535 	 7,5M 	 GCF_002007585.1_ASM200758v1_genomic.fna
6536 	 4,6M 	 GCF_002007605.1_ASM200760v1_genomic.fna
6537 	 3,2M 	 GCF_002007625.1_ASM200762v1_genomic.fna
6538 	 4,2M 	 GCF_002007645.1_ASM200764v1_genomic.fna
6539 	 7,7M 	 GCF_002007685.1_ASM200768v1_genomic.fna
6540 	 5,0M 	 GCF_002007705.1_ASM200770v1_genomic.fna
6541 	 1,1M 	 GCF_002007725.1_ASM200772v1_genomic.fna
6542 	 6,4M 	 GCF_002007785.1_ASM200778v1_genomic.fna
6543 	 4,9M 	 GCF_002007805.1_ASM200780v1_genomic.fna
6544 	 1,3M 	 GCF_002007825.1_ASM200782v1_genomic.fna
6545 	 1,4M 	 GCF_002007845.1_ASM200784v1_genomic.fna
6546 	 1,4M 	 GCF_002007865.1_ASM200786v1_genomic.fna
6547 	 4,0M 	 GCF_002007885.1_ASM200788v1_genomic.fna
6548 	 1,3M 	 GCF_002007905.1_ASM200790v1_genomic.fna
6549 	 2,5M 	 GCF_002008305.4_ASM200830v4_genomic.fna
6550 	 758K 	 GCF_002009055.1_ASM200905v1_genomic.fna
6551 	 7,8M 	 GCF_002009175.1_ASM200917v1_genomic.fna
6552 	 5,5M 	 GCF_002009195.1_ASM200919v1_genomic.fna
6553 	 1006K 	 GCF_002009215.1_ASM200921v1_genomic.fna
6554 	 3,4M 	 GCF_002009235.1_ASM200923v1_genomic.fna
6555 	 4,7M 	 GCF_002009255.1_ASM200925v1_genomic.fna
6556 	 1006K 	 GCF_002009275.1_ASM200927v1_genomic.fna
6557 	 3,7M 	 GCF_002009295.1_ASM200929v1_genomic.fna
6558 	 5,3M 	 GCF_002009315.1_ASM200931v1_genomic.fna
6559 	 4,4M 	 GCF_002009335.2_ASM200933v2_genomic.fna
6560 	 172K 	 GCF_002009355.1_ASM200935v1_genomic.fna
6561 	 2,1M 	 GCF_002009375.1_ASM200937v1_genomic.fna
6562 	 2,3M 	 GCF_002009385.1_ASM200938v1_genomic.fna
6563 	 2,3M 	 GCF_002009415.1_ASM200941v1_genomic.fna
6564 	 8,0M 	 GCF_002011925.2_ASM201192v2_genomic.fna
6565 	 5,1M 	 GCF_002011945.1_ASM201194v1_genomic.fna
6566 	 5,0M 	 GCF_002011965.1_ASM201196v1_genomic.fna
6567 	 5,3M 	 GCF_002011985.1_ASM201198v1_genomic.fna
6568 	 4,8M 	 GCF_002012005.1_ASM201200v1_genomic.fna
6569 	 5,3M 	 GCF_002012025.1_ASM201202v1_genomic.fna
6570 	 5,1M 	 GCF_002012045.1_ASM201204v1_genomic.fna
6571 	 5,3M 	 GCF_002012065.1_ASM201206v1_genomic.fna
6572 	 5,6M 	 GCF_002012085.1_ASM201208v1_genomic.fna
6573 	 5,0M 	 GCF_002012105.1_ASM201210v1_genomic.fna
6574 	 5,0M 	 GCF_002012125.1_ASM201212v1_genomic.fna
6575 	 5,0M 	 GCF_002012145.1_ASM201214v1_genomic.fna
6576 	 5,2M 	 GCF_002012165.1_ASM201216v1_genomic.fna
6577 	 4,9M 	 GCF_002012205.1_ASM201220v1_genomic.fna
6578 	 5,5M 	 GCF_002012225.1_ASM201222v1_genomic.fna
6579 	 5,1M 	 GCF_002012245.1_ASM201224v1_genomic.fna
6580 	 5,0M 	 GCF_002012265.1_ASM201226v1_genomic.fna
6581 	 4,0M 	 GCF_002012285.1_ASM201228v1_genomic.fna
6582 	 5,2M 	 GCF_002012305.1_ASM201230v1_genomic.fna
6583 	 1,8M 	 GCF_002012365.1_ASM201236v1_genomic.fna
6584 	 4,0M 	 GCF_002018515.1_ASM201851v1_genomic.fna
6585 	 5,4M 	 GCF_002019265.2_ASM201926v2_genomic.fna
6586 	 5,7M 	 GCF_002021755.1_ASM202175v1_genomic.fna
6587 	 1,3M 	 GCF_002021775.1_ASM202177v1_genomic.fna
6588 	 4,0M 	 GCF_002021795.1_ASM202179v1_genomic.fna
6589 	 4,6M 	 GCF_002021815.1_ASM202181v1_genomic.fna
6590 	 12M 	 GCF_002021875.1_ASM202187v1_genomic.fna
6591 	 1,8M 	 GCF_002021925.1_ASM202192v1_genomic.fna
6592 	 1,7M 	 GCF_002021945.1_ASM202194v1_genomic.fna
6593 	 1,6M 	 GCF_002021965.1_ASM202196v1_genomic.fna
6594 	 1,7M 	 GCF_002021985.1_ASM202198v1_genomic.fna
6595 	 1,7M 	 GCF_002022005.1_ASM202200v1_genomic.fna
6596 	 3,9M 	 GCF_002022025.1_ASM202202v1_genomic.fna
6597 	 4,1M 	 GCF_002022045.1_ASM202204v1_genomic.fna
6598 	 3,9M 	 GCF_002022065.1_ASM202206v1_genomic.fna
6599 	 4,2M 	 GCF_002022085.1_ASM202208v1_genomic.fna
6600 	 3,8M 	 GCF_002022105.1_ASM202210v1_genomic.fna
6601 	 4,1M 	 GCF_002022125.1_ASM202212v1_genomic.fna
6602 	 3,9M 	 GCF_002022145.1_ASM202214v1_genomic.fna
6603 	 3,2M 	 GCF_002022225.1_ASM202222v1_genomic.fna
6604 	 1,5M 	 GCF_002022485.1_ASM202248v1_genomic.fna
6605 	 1,8M 	 GCF_002022505.1_ASM202250v1_genomic.fna
6606 	 1,6M 	 GCF_002022585.1_ASM202258v1_genomic.fna
6607 	 1,5M 	 GCF_002022605.1_ASM202260v1_genomic.fna
6608 	 1,5M 	 GCF_002022665.1_ASM202266v1_genomic.fna
6609 	 2,1M 	 GCF_002022745.1_ASM202274v1_genomic.fna
6610 	 4,8M 	 GCF_002023005.1_ASM202300v1_genomic.fna
6611 	 4,0M 	 GCF_002023235.2_ASM202323v2_genomic.fna
6612 	 4,0M 	 GCF_002023665.2_ASM202366v2_genomic.fna
6613 	 2,0M 	 GCF_002024185.1_ASM202418v1_genomic.fna
6614 	 1,3M 	 GCF_002024205.1_ASM202420v1_genomic.fna
6615 	 1,4M 	 GCF_002024225.1_ASM202422v1_genomic.fna
6616 	 3,2M 	 GCF_002024245.1_ASM202424v1_genomic.fna
6617 	 4,0M 	 GCF_002024265.1_ASM202426v1_genomic.fna
6618 	 6,4M 	 GCF_002024285.1_ASM202428v1_genomic.fna
6619 	 6,4M 	 GCF_002024305.1_ASM202430v1_genomic.fna
6620 	 1,6M 	 GCF_002024325.1_ASM202432v1_genomic.fna
6621 	 2,8M 	 GCF_002024345.1_ASM202434v1_genomic.fna
6622 	 6,2M 	 GCF_002024615.2_ASM202461v2_genomic.fna
6623 	 4,3M 	 GCF_002024805.1_ASM202480v1_genomic.fna
6624 	 3,9M 	 GCF_002024825.1_ASM202482v1_genomic.fna
6625 	 3,2M 	 GCF_002024845.1_ASM202484v1_genomic.fna
6626 	 5,0M 	 GCF_002024865.1_ASM202486v1_genomic.fna
6627 	 2,1M 	 GCF_002025005.1_ASM202500v1_genomic.fna
6628 	 2,2M 	 GCF_002025025.1_ASM202502v1_genomic.fna
6629 	 3,3M 	 GCF_002025045.1_ASM202504v1_genomic.fna
6630 	 3,2M 	 GCF_002025065.1_ASM202506v1_genomic.fna
6631 	 2,8M 	 GCF_002025125.1_ASM202512v1_genomic.fna
6632 	 2,8M 	 GCF_002025145.1_ASM202514v1_genomic.fna
6633 	 3,0M 	 GCF_002025165.1_ASM202516v1_genomic.fna
6634 	 2,4M 	 GCF_002025185.1_ASM202518v1_genomic.fna
6635 	 4,9M 	 GCF_002025205.1_ASM202520v1_genomic.fna
6636 	 5,0M 	 GCF_002025225.1_ASM202522v1_genomic.fna
6637 	 4,6M 	 GCF_002025605.1_ASM202560v1_genomic.fna
6638 	 5,3M 	 GCF_002025625.1_ASM202562v1_genomic.fna
6639 	 5,2M 	 GCF_002025665.1_ASM202566v1_genomic.fna
6640 	 4,7M 	 GCF_002025685.1_ASM202568v1_genomic.fna
6641 	 6,0M 	 GCF_002025705.1_ASM202570v1_genomic.fna
6642 	 5,3M 	 GCF_002025725.1_ASM202572v1_genomic.fna
6643 	 1,4M 	 GCF_002028285.1_ASM202828v1_genomic.fna
6644 	 1,6M 	 GCF_002028305.1_ASM202830v1_genomic.fna
6645 	 6,7M 	 GCF_002028325.1_ASM202832v1_genomic.fna
6646 	 1,4M 	 GCF_002028345.1_ASM202834v1_genomic.fna
6647 	 8,7M 	 GCF_002028385.1_ASM202838v1_genomic.fna
6648 	 3,3M 	 GCF_002028405.1_ASM202840v1_genomic.fna
6649 	 5,1M 	 GCF_002037565.1_ASM203756v1_genomic.fna
6650 	 5,5M 	 GCF_002043005.1_ASM204300v1_genomic.fna
6651 	 4,3M 	 GCF_002043025.1_ASM204302v1_genomic.fna
6652 	 2,9M 	 GCF_002043045.1_ASM204304v1_genomic.fna
6653 	 4,0M 	 GCF_002055515.1_ASM205551v1_genomic.fna
6654 	 1,9M 	 GCF_002055535.1_NCTC8198_genomic.fna
6655 	 2,3M 	 GCF_002055565.1_ASM205556v1_genomic.fna
6656 	 5,0M 	 GCF_002055605.1_ASM205560v1_genomic.fna
6657 	 5,2M 	 GCF_002055635.1_ASM205563v1_genomic.fna
6658 	 4,1M 	 GCF_002055685.1_ASM205568v1_genomic.fna
6659 	 4,8M 	 GCF_002055735.1_ASM205573v1_genomic.fna
6660 	 5,7M 	 GCF_002055765.1_ASM205576v1_genomic.fna
6661 	 5,7M 	 GCF_002055855.1_ASM205585v1_genomic.fna
6662 	 4,2M 	 GCF_002055965.1_ASM205596v1_genomic.fna
6663 	 4,6M 	 GCF_002056065.1_ASM205606v1_genomic.fna
6664 	 4,7M 	 GCF_002056145.1_ASM205614v1_genomic.fna
6665 	 3,9M 	 GCF_002056295.1_ASM205629v1_genomic.fna
6666 	 5,5M 	 GCF_002056385.1_ASM205638v1_genomic.fna
6667 	 5,6M 	 GCF_002056475.1_ASM205647v1_genomic.fna
6668 	 5,1M 	 GCF_002056635.1_ASM205663v1_genomic.fna
6669 	 3,5M 	 GCF_002056725.1_ASM205672v1_genomic.fna
6670 	 7,7M 	 GCF_002056795.1_ASM205679v1_genomic.fna
6671 	 5,2M 	 GCF_002057245.1_ASM205724v1_genomic.fna
6672 	 4,8M 	 GCF_002057355.1_ASM205735v1_genomic.fna
6673 	 13M 	 GCF_002057455.1_ASM205745v1_genomic.fna
6674 	 3,8M 	 GCF_002057535.1_ASM205753v1_genomic.fna
6675 	 5,3M 	 GCF_002058765.1_ASM205876v1_genomic.fna
6676 	 2,4M 	 GCF_002059225.1_ASM205922v1_genomic.fna
6677 	 5,7M 	 GCF_002067135.1_ASM206713v1_genomic.fna
6678 	 4,8M 	 GCF_002068115.1_ASM206811v1_genomic.fna
6679 	 5,9M 	 GCF_002068135.1_ASM206813v1_genomic.fna
6680 	 4,3M 	 GCF_002068155.1_ASM206815v1_genomic.fna
6681 	 2,4M 	 GCF_002068175.1_ASM206817v1_genomic.fna
6682 	 4,0M 	 GCF_002068675.1_ASM206867v1_genomic.fna
6683 	 4,0M 	 GCF_002068975.1_ASM206897v1_genomic.fna
6684 	 4,0M 	 GCF_002069155.1_ASM206915v1_genomic.fna
6685 	 4,5M 	 GCF_002071765.2_ASM207176v2_genomic.fna
6686 	 3,4M 	 GCF_002072065.1_ASM207206v1_genomic.fna
6687 	 6,3M 	 GCF_002072655.1_ASM207265v1_genomic.fna
6688 	 3,8M 	 GCF_002072695.1_ASM207269v1_genomic.fna
6689 	 2,3M 	 GCF_002072715.1_ASM207271v1_genomic.fna
6690 	 4,0M 	 GCF_002072735.1_ASM207273v1_genomic.fna
6691 	 4,3M 	 GCF_002072775.2_ASM207277v2_genomic.fna
6692 	 4,6M 	 GCF_002072815.1_ASM207281v1_genomic.fna
6693 	 1,9M 	 GCF_002073215.2_ASM207321v2_genomic.fna
6694 	 2,4M 	 GCF_002073235.2_ASM207323v2_genomic.fna
6695 	 2,3M 	 GCF_002073255.2_ASM207325v2_genomic.fna
6696 	 2,3M 	 GCF_002073275.2_ASM207327v2_genomic.fna
6697 	 2,3M 	 GCF_002073295.2_ASM207329v2_genomic.fna
6698 	 4,8M 	 GCF_002073315.2_ASM207331v2_genomic.fna
6699 	 4,0M 	 GCF_002073335.2_ASM207333v2_genomic.fna
6700 	 1,9M 	 GCF_002073355.2_ASM207335v2_genomic.fna
6701 	 2,5M 	 GCF_002073375.2_ASM207337v2_genomic.fna
6702 	 2,5M 	 GCF_002073395.2_ASM207339v2_genomic.fna
6703 	 5,5M 	 GCF_002073415.2_ASM207341v2_genomic.fna
6704 	 2,2M 	 GCF_002073435.2_ASM207343v2_genomic.fna
6705 	 4,1M 	 GCF_002073455.2_ASM207345v2_genomic.fna
6706 	 1,8M 	 GCF_002073475.2_ASM207347v2_genomic.fna
6707 	 4,5M 	 GCF_002073495.2_ASM207349v2_genomic.fna
6708 	 2,2M 	 GCF_002073535.2_ASM207353v2_genomic.fna
6709 	 2,3M 	 GCF_002073555.2_ASM207355v2_genomic.fna
6710 	 2,2M 	 GCF_002073575.2_ASM207357v2_genomic.fna
6711 	 2,2M 	 GCF_002073595.2_ASM207359v2_genomic.fna
6712 	 2,3M 	 GCF_002073615.2_ASM207361v2_genomic.fna
6713 	 4,7M 	 GCF_002073635.2_ASM207363v2_genomic.fna
6714 	 2,2M 	 GCF_002073655.2_ASM207365v2_genomic.fna
6715 	 2,2M 	 GCF_002073675.2_ASM207367v2_genomic.fna
6716 	 2,2M 	 GCF_002073695.2_ASM207369v2_genomic.fna
6717 	 2,7M 	 GCF_002073715.2_ASM207371v2_genomic.fna
6718 	 4,2M 	 GCF_002073735.2_ASM207373v2_genomic.fna
6719 	 5,0M 	 GCF_002073775.2_ASM207377v2_genomic.fna
6720 	 2,2M 	 GCF_002073795.1_ASM207379v2_genomic.fna
6721 	 2,4M 	 GCF_002073815.2_ASM207381v2_genomic.fna
6722 	 2,2M 	 GCF_002073835.2_ASM207383v2_genomic.fna
6723 	 4,1M 	 GCF_002073975.1_ASM207397v1_genomic.fna
6724 	 3,3M 	 GCF_002074055.1_ASM207405v1_genomic.fna
6725 	 4,2M 	 GCF_002074075.1_ASM207407v1_genomic.fna
6726 	 4,2M 	 GCF_002074095.1_ASM207409v1_genomic.fna
6727 	 4,4M 	 GCF_002074115.1_ASM207411v1_genomic.fna
6728 	 4,3M 	 GCF_002074135.1_ASM207413v1_genomic.fna
6729 	 4,7M 	 GCF_002074155.1_ASM207415v1_genomic.fna
6730 	 6,3M 	 GCF_002075065.1_ASM207506v1_genomic.fna
6731 	 1,6M 	 GCF_002075105.1_ASM207510v1_genomic.fna
6732 	 5,4M 	 GCF_002075285.3_ASM207528v3_genomic.fna
6733 	 4,9M 	 GCF_002075795.1_ASM207579v1_genomic.fna
6734 	 2,2M 	 GCF_002075815.1_ASM207581v1_genomic.fna
6735 	 3,6M 	 GCF_002076875.1_ASM207687v1_genomic.fna
6736 	 4,6M 	 GCF_002076895.1_ASM207689v1_genomic.fna
6737 	 2,3M 	 GCF_002076915.1_ASM207691v1_genomic.fna
6738 	 3,9M 	 GCF_002076935.1_ASM207693v1_genomic.fna
6739 	 2,8M 	 GCF_002076955.1_ASM207695v1_genomic.fna
6740 	 3,2M 	 GCF_002077155.1_ASM207715v1_genomic.fna
6741 	 5,0M 	 GCF_002077195.1_ASM207719v1_genomic.fna
6742 	 3,7M 	 GCF_002077215.1_ASM207721v1_genomic.fna
6743 	 2,9M 	 GCF_002078255.1_ASM207825v1_genomic.fna
6744 	 4,1M 	 GCF_002078275.1_ASM207827v1_genomic.fna
6745 	 4,1M 	 GCF_002078295.1_ASM207829v1_genomic.fna
6746 	 1,6M 	 GCF_002078315.1_ASM207831v1_genomic.fna
6747 	 1,5M 	 GCF_002078335.1_ASM207833v1_genomic.fna
6748 	 2,5M 	 GCF_002078375.2_ASM207837v2_genomic.fna
6749 	 2,6M 	 GCF_002078415.1_ASM207841v1_genomic.fna
6750 	 2,7M 	 GCF_002078435.1_ASM207843v1_genomic.fna
6751 	 2,5M 	 GCF_002078475.3_ASM207847v3_genomic.fna
6752 	 2,5M 	 GCF_002078495.1_ASM207849v1_genomic.fna
6753 	 2,4M 	 GCF_002078765.2_ASM207876v2_genomic.fna
6754 	 2,4M 	 GCF_002078855.1_ASM207885v1_genomic.fna
6755 	 2,7M 	 GCF_002078895.1_ASM207889v1_genomic.fna
6756 	 2,5M 	 GCF_002078915.1_ASM207891v1_genomic.fna
6757 	 2,6M 	 GCF_002078935.1_ASM207893v1_genomic.fna
6758 	 2,5M 	 GCF_002078955.1_ASM207895v1_genomic.fna
6759 	 2,7M 	 GCF_002078975.2_ASM207897v2_genomic.fna
6760 	 2,5M 	 GCF_002078995.2_ASM207899v2_genomic.fna
6761 	 4,5M 	 GCF_002079225.1_ASM207922v1_genomic.fna
6762 	 6,8M 	 GCF_002079265.1_ASM207926v1_genomic.fna
6763 	 3,2M 	 GCF_002079285.1_ASM207928v1_genomic.fna
6764 	 4,4M 	 GCF_002079305.1_ASM207930v1_genomic.fna
6765 	 2,0M 	 GCF_002079945.1_ASM207994v1_genomic.fna
6766 	 4,9M 	 GCF_002079965.1_ASM207996v1_genomic.fna
6767 	 4,2M 	 GCF_002080065.1_ASM208006v1_genomic.fna
6768 	 2,0M 	 GCF_002080125.1_ASM208012v1_genomic.fna
6769 	 1,9M 	 GCF_002080395.1_ASM208039v1_genomic.fna
6770 	 4,3M 	 GCF_002080415.1_ASM208041v1_genomic.fna
6771 	 4,1M 	 GCF_002080435.1_ASM208043v1_genomic.fna
6772 	 7,9M 	 GCF_002080455.1_ASM208045v1_genomic.fna
6773 	 4,5M 	 GCF_002080475.1_ASM208047v1_genomic.fna
6774 	 3,3M 	 GCF_002081995.1_ASM208199v1_genomic.fna
6775 	 3,3M 	 GCF_002082015.1_ASM208201v1_genomic.fna
6776 	 4,7M 	 GCF_002082155.1_ASM208215v1_genomic.fna
6777 	 7,7M 	 GCF_002082175.1_ASM208217v1_genomic.fna
6778 	 8,2M 	 GCF_002082195.1_ASM208219v1_genomic.fna
6779 	 5,2M 	 GCF_002082215.1_ASM208221v1_genomic.fna
6780 	 4,1M 	 GCF_002082565.1_ASM208256v1_genomic.fna
6781 	 7,8M 	 GCF_002082585.1_ASM208258v1_genomic.fna
